Header Level,Header Text,Content
h2,Admission Helplines,
h2,Research &Development Cell,
h2,Dean's Message,
h2,Members,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Dr. Divakar,
h4,Research Verticals,
h4,Research Circles,
h4,Thrust Areas of Research,
h4,R&I Innovation Club,"Research and Innovation club is started to identify and nurture young talents to take up interdisciplinary projects. Students across schools are encouraged to work on projects of interdisciplinary nature under the guidance of faculty mentors. Promotion of Scientific temperament and multidisciplinary research among students is the main agenda of Research & Innovation club. Motivated students mentored by faculty across all disciplines come together on a common platform with a mission to take up tasks of common interests. Students participate in competitions like Hackathon, Android development, IOT applications, SAE-competitions and have won accolades in various national championships."
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h5,Dr. Divakar B.P.,"Director, Research & Development Cell"
h5,Dr. Pasupuleti Visweswara Rao,Professor and Director - International Relations and Research Collaborations
h5,Dr. Mrinal Sarvagya,Research Professor
h5,Dr. Vishwanath R Hulipalled,"Deputy Director, Academic Research"
h5,Dr. Karthik Rajendra,"Deputy Director, Sponsored Research"
h1,B.Tech. in Mechanical Engineering(B.Tech.),
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,8 Semesters(4 Years),
h3,,
h3,Overview,
h3,Course Curriculum,
h3,Programme Educational Objectives (PEOs),"After few years of graduation, the graduates of B.Tech Mechanical Engineering will:"
h3,Programme Outcomes (POs),
h3,Programme Handbooks,
h3,Programme Specific Outcomes,"On successful completion of the program, the graduates of B.Tech Mechanical Engineering will be able to:"
h3,Career Opportunities,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Eligibility Criteria,"Pass in PUC / 10+2 examination with Physics, Chemistry and Mathematics as compulsory subjects and obtained at least 45% marks (40% in case of candidate belonging to SC/ST category) in the above subjects taken together, of any Board recognized by the respective State Governments / Central Government / Union Territories or any other qualification recognized as equivalent thereto.Course Duration: 4 years (8 semesters)"
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h5,Course Duration,
h5,Sem - 1,
h5,Sem - 2,
h5,Sem - 3,
h5,Sem - 4,
h5,Sem - 5,
h5,Sem - 6,
h5,Sem - 7,
h5,Sem - 8,
h5,PEO-1,"Design, develop, maintain and improve mechanical engineering systems with highest quality, economically feasible and socially acceptable."
h5,PEO-2,"Exhibit analytical, computational and experimental skills to address the challenges faced in mechanical and allied engineering streams."
h5,PEO-3,"Exhibit professionalism, ethical attitude, team spirit and communication skill and pursue lifelong learning to achieve career goals, organizational goals and societal goals."
h5,PO 1,"Engineering Knowledge:Apply the knowledge of mathematics, science, engineering fundamentals, to solve mechanical engineering problems."
h5,PO 2,"Problem Analysis:Identify, formulate, review research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences and engineering sciences."
h5,PO 3,"Design/Development of Solutions:Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for the public health and safety, and the cultural, societal, and environmental considerations."
h5,PO 4,"Conduct Investigations of Complex Problems:Use research-based knowledge and research methods including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions for complex problems"
h5,PO 5,"Modern Tool Usage:Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools including prediction and modelling to complex engineering activities with an understanding of the limitations."
h5,PO 6,"The Engineer and Society:Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal and cultural issues and the consequent responsibilities relevant to the professional engineering practice."
h5,PO 7,"Environment and Sustainability:Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development."
h5,PO 8,Ethics:Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.
h5,PO 9,"Individual and Teamwork:Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings."
h5,PO 10,"Communication:Communicate effectively on complex engineering activities with the engineering community and with society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions."
h5,PO 11,"Project Management and Finance:Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments."
h5,PO 12,Life-long Learning:Recognize the need for and have the preparation and ability to engage in independent and lifelong learning in the broadest context of technological change.
h5,Fee,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Academic Regulations,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,"The Academic Regulations of REVA apply to all the existing undergraduates, postgraduates and research scholars.",
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,M.Sc. Clinical Psychology,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,4 Semesters(2 years),
h3,Overview,
h3,Course Curriculum,
h3,Programme Outcomes (POs),
h3,Programme Specific Outcomes,
h3,Career Opportunities,"After the completion of M.Sc. in Clinical Psychology program, students will have diverse opportunity to serve as Psychotherapist, Rehabilitation Psychologist, Psychometricians, Scientist at Esteemed Organisations like DRDO, DIPR, ICMR, and ICSSR, Consultant Psychologist/Welfare Officer at NGO’s, Public, and Private Sectors, Assessment Centres , Community Mental Health Centres , Psychologist at Frontline Educational Institutions and Special Schools, Consultant for Persons With Special Needs, and Corporate Counsellors."
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Eligibility Criteria,"BA/ B.Sc. degree with at least 50% marks, with Psychology as a compulsory subject in UG"
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h5,Course Duration,
h5,Sem - 1,
h5,Sem - 2,
h5,Sem - 3,
h5,Sem - 4,
h5,PO 1Disciplinary Knowledge:,
h5,PO 2Critical Thinking:,
h5,PO 3Clinical Skills:,
h5,PO 4Ethical Practice:,
h5,PO 5Cultural Competence:,
h5,PO 6Research Related Skills:,
h5,PO 7Communication Skills:,
h5,PO 8Self-directed and Life-long Learning:,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Athlete Wellness,
h2,Events,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Objective,To develop and provide a basic support system for our student-athletes in managing their stress and maintaining their health and wellness. To go beyond academic support and develop an approach which is towards holistic education.
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,M.Tech in Construction Technology and Management(M.Tech.),
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,4 Semesters(2  Years),
h3,,
h3,Overview,
h3,WHAT MAKES THE PROGRAMME UNIQUE?,"Prepare postgraduates in Civil Engineering who will excel in their professional career. Enhance the understanding of engineering principles of Civil Engineering systems. Graduates will be prepared with a solid foundation in mathematics, sciences, and technical skills needed to analyse and design civil infrastructure systems. Graduates will be trained to become team leaders, and will successfully address open-ended problems by applying critical thinking."
h3,Promotes research,"Aids students to organise conferences, seminars, workshops, special lectures, summer schools, technical talks, faculty development programmes etc. on emerging areas. Focuses on establishing incubation centre and centre of excellence in thrust areas in collaboration with industries."
h3,Course Curriculum,
h3,Programme Educational Objectives (PEOs),"After postgraduation, graduates of M.Tech CE (Construction Technology & Management) will:"
h3,Programme Outcomes (POs),
h3,Programme Handbooks,
h3,Programme Specific Outcomes,"On successful completion of the programme, graduates will be able to:"
h3,Career Opportunities,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Eligibility Criteria,Passed Bachelor's Degree or equivalent.Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying examination.
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h5,Course Duration,
h5,Sem - 1,
h5,Sem - 2,
h5,Sem - 3,
h5,Sem - 4,
h5,PEO-1,"Have successful careers in industry, government, academia and military."
h5,PEO-2,"Successfully solve engineering problems associated with Civil Engineering system,particularly inConstruction Technology and Management."
h5,PEO-3,"Continue to learn and advance their careers through activities such as research and development, acquiring doctoral degree, participation in national level research programmes, teaching and research at university level etc."
